YearStart,LocationDesc,Question,Rate,LocationID
2015,Delaware,Chronic liver disease,13.9,10
2015,Minnesota,Chronic liver disease,,27
2014,California,Chronic liver disease,12.5,6
2018,North Dakota,Chronic liver disease,,38
2012,Florida,Chronic liver disease,7.9,12
2014,New Hampshire,Chronic liver disease,,33
2012,Connecticut,Chronic liver disease,9.9,9
2016,Nevada,Chronic liver disease,,32
2015,Connecticut,Chronic liver disease,11.1,9
2010,Arizona,Chronic liver disease,9.0,4
2017,Massachusetts,Chronic liver disease,9.5,25
2019,Oklahoma,Chronic liver disease,17.9,40
2016,Hawaii,Chronic liver disease,13.2,15
2011,Iowa,Chronic liver disease,9.8,19
2018,Oklahoma,Chronic liver disease,16.6,40
2015,Indiana,Chronic liver disease,8.3,18
2011,Montana,Chronic liver disease,59.6,30
2018,Alabama,Chronic liver disease,8.9,1
2013,Ohio,Chronic liver disease,10.1,39
2019,Florida,Chronic liver disease,7.6,12
2017,Oklahoma,Chronic liver disease,18.4,40
2018,Maryland,Chronic liver disease,7.8,24
2015,Maine,Chronic liver disease,,23
2017,California,Chronic liver disease,12.1,6
2011,Hawaii,Chronic liver disease,4.7,15
2013,Massachusetts,Chronic liver disease,5.5,25
2014,Mississippi,Chronic liver disease,10.3,28
2011,Nebraska,Chronic liver disease,,31
2019,Michigan,Chronic liver disease,11.8,26
2018,Alaska,Chronic liver disease,39.8,2
2011,Illinois,Chronic liver disease,10.8,17
2013,Maryland,Chronic liver disease,4.3,24
2011,Montana,Chronic liver disease,14.8,30
2012,Massachusetts,Chronic liver disease,,25
2015,Maine,Chronic liver disease,,23
2012,California,Chronic liver disease,15.9,6
2020,Illinois,Chronic liver disease,,17
2011,Arizona,Chronic liver disease,11.8,4
2020,Indiana,Chronic liver disease,15.5,18
2020,Alabama,Chronic liver disease,18.4,1
2014,Montana,Chronic liver disease,9.2,30
2020,Minnesota,Chronic liver disease,12.6,27
2019,Missouri,Chronic liver disease,10.1,29
2017,Maine,Chronic liver disease,,23
2011,California,Chronic liver disease,11.7,6
2017,Kentucky,Chronic liver disease,,21
2011,Alaska,Chronic liver disease,15.3,2
2016,Nebraska,Chronic liver disease,8.3,31
2017,Alabama,Chronic liver disease,,1
2017,Minnesota,Chronic liver disease,6.0,27
2012,Nevada,Chronic liver disease,12.9,32
2014,Minnesota,Chronic liver disease,,27
2019,New Mexico,Chronic liver disease,20.2,35
2020,Montana,Chronic liver disease,,30
2014,Georgia,Chronic liver disease,10.2,13
2014,Indiana,Chronic liver disease,,18
2016,Idaho,Chronic liver disease,9.5,16
2012,Mississippi,Chronic liver disease,5.4,28
2020,Massachusetts,Chronic liver disease,12.1,25
2014,New York,Chronic liver disease,6.8,36
2015,New Mexico,Chronic liver disease,16.7,35
2012,Arizona,Chronic liver disease,67.1,4
2019,Alabama,Chronic liver disease,13.6,1
2016,Mississippi,Chronic liver disease,6.5,28
2011,New Mexico,Chronic liver disease,27.8,35
2020,Michigan,Chronic liver disease,19.9,26
2014,Michigan,Chronic liver disease,10.4,26
2019,Delaware,Chronic liver disease,6.8,10
2018,Alaska,Chronic liver disease,15.9,2
2014,New Mexico,Chronic liver disease,22.5,35
2019,Oregon,Chronic liver disease,39.2,41
2019,Oregon,Chronic liver disease,,41
2019,Maryland,Chronic liver disease,10.8,24
2020,Colorado,Chronic liver disease,,8
2012,Alaska,Chronic liver disease,,2
2018,Arkansas,Chronic liver disease,10.1,5
2014,Arizona,Chronic liver disease,11.7,4
2011,Maryland,Chronic liver disease,8.3,24
2012,New Hampshire,Chronic liver disease,7.4,33
2013,Nevada,Chronic liver disease,15.5,32
2011,Michigan,Chronic liver disease,10.9,26
2019,New Hampshire,Chronic liver disease,,33
2018,Illinois,Chronic liver disease,7.6,17
2011,Oklahoma,Chronic liver disease,11.5,40
2014,Indiana,Chronic liver disease,10.4,18
2017,Arizona,Chronic liver disease,,4
2013,Kentucky,Chronic liver disease,11.2,21
2020,Maine,Chronic liver disease,,23
2014,Mississippi,Chronic liver disease,,28
2011,Kansas,Chronic liver disease,,20
2013,Iowa,Chronic liver disease,12.6,19
2020,California,Chronic liver disease,19.5,6
2018,Georgia,Chronic liver disease,12.4,13
2014,Maryland,Chronic liver disease,8.3,24
2013,Connecticut,Chronic liver disease,,9
2014,Oklahoma,Chronic liver disease,10.8,40
2013,Montana,Chronic liver disease,,30
2018,Montana,Chronic liver disease,8.5,30
2017,Indiana,Chronic liver disease,15.2,18
2014,Maryland,Chronic liver disease,5.0,24
2011,Connecticut,Chronic liver disease,,9
2018,New Jersey,Chronic liver disease,11.4,34
2014,Delaware,Chronic liver disease,,10
2010,Minnesota,Chronic liver disease,,27
2010,Oregon,Chronic liver disease,14.8,41
2020,Mississippi,Chronic liver disease,,28
2013,Delaware,Chronic liver disease,,10
2016,Maine,Chronic liver disease,,23
2018,Kentucky,Chronic liver disease,,21
2014,Oklahoma,Chronic liver disease,12.3,40
2013,District of Columbia,Chronic liver disease,,11
2016,New Jersey,Chronic liver disease,7.8,34
2020,North Dakota,Chronic liver disease,21.3,38
2019,North Carolina,Chronic liver disease,,37
2018,Oregon,Chronic liver disease,10.4,41
2012,Kentucky,Chronic liver disease,15.0,21
2015,Delaware,Chronic liver disease,,10
2012,Hawaii,Chronic liver disease,,15
2017,Mississippi,Chronic liver disease,8.4,28
2014,Kansas,Chronic liver disease,11.8,20
2010,Indiana,Chronic liver disease,9.0,18
2020,California,Chronic liver disease,18.5,6
2011,Nebraska,Chronic liver disease,6.4,31
2011,Idaho,Chronic liver disease,8.4,16
2017,Arizona,Chronic liver disease,14.3,4
2019,New York,Chronic liver disease,8.7,36
2017,Kentucky,Chronic liver disease,,21
2019,Nebraska,Chronic liver disease,,31
2017,Colorado,Chronic liver disease,,8
2013,Florida,Chronic liver disease,,12
2012,Massachusetts,Chronic liver disease,11.1,25
2018,Michigan,Chronic liver disease,8.9,26
2019,Iowa,Chronic liver disease,9.5,19
2012,North Carolina,Chronic liver disease,6.6,37
2019,New Jersey,Chronic liver disease,,34
2013,Missouri,Chronic liver disease,,29
2012,Michigan,Chronic liver disease,9.8,26
2012,Oklahoma,Chronic liver disease,19.8,40
2013,Georgia,Chronic liver disease,5.7,13
2015,Maryland,Chronic liver disease,7.7,24
2016,Missouri,Chronic liver disease,11.5,29
2020,Delaware,Chronic liver disease,,10
2014,Arizona,Chronic liver disease,8.8,4
2018,Georgia,Chronic liver disease,,13
2014,Iowa,Chronic liver disease,8.7,19
2010,Colorado,Chronic liver disease,8.0,8
2019,Nevada,Chronic liver disease,,32
2020,Florida,Chronic liver disease,9.1,12
2018,Massachusetts,Chronic liver disease,,25
2014,Alaska,Chronic liver disease,,2
2019,Nevada,Chronic liver disease,13.4,32
2014,North Dakota,Chronic liver disease,,38
2014,Alabama,Chronic liver disease,13.5,1
2012,New York,Chronic liver disease,9.6,36
2010,California,Chronic liver disease,7.4,6
2010,Georgia,Chronic liver disease,,13
2012,Connecticut,Chronic liver disease,,9
2017,Illinois,Chronic liver disease,,17
2014,Iowa,Chronic liver disease,,19
2011,North Carolina,Chronic liver disease,9.5,37
2012,Delaware,Chronic liver disease,,10
2020,Connecticut,Chronic liver disease,,9
2010,Oklahoma,Chronic liver disease,9.0,40
2014,Connecticut,Chronic liver disease,6.8,9
2014,North Dakota,Chronic liver disease,5.8,38
2019,Louisiana,Chronic liver disease,12.2,22
2010,Kentucky,Chronic liver disease,,21
2016,Michigan,Chronic liver disease,,26
2018,New York,Chronic liver disease,7.5,36
2017,Ohio,Chronic liver disease,,39
2015,Nevada,Chronic liver disease,18.3,32
2010,Connecticut,Chronic liver disease,10.1,9
2010,Indiana,Chronic liver disease,9.2,18
2012,Kansas,Chronic liver disease,,20
2013,District of Columbia,Chronic liver disease,13.0,11
2012,Illinois,Chronic liver disease,6.8,17
2013,Ohio,Chronic liver disease,12.0,39
2015,Illinois,Chronic liver disease,8.7,17
2011,New Jersey,Chronic liver disease,7.0,34
2011,Kentucky,Chronic liver disease,6.1,21
2020,Michigan,Chronic liver disease,,26
2013,California,Chronic liver disease,8.6,6
2017,Nebraska,Chronic liver disease,9.9,31
2012,North Carolina,Chronic liver disease,,37
2010,Arizona,Chronic liver disease,16.6,4
2013,Florida,Chronic liver disease,,12
2020,New Mexico,Chronic liver disease,39.9,35
2010,Delaware,Chronic liver disease,13.7,10
2016,New Hampshire,Chronic liver disease,6.9,33
2015,New Mexico,Chronic liver disease,24.8,35
2010,Indiana,Chronic liver disease,,18
2016,Alaska,Chronic liver disease,17.7,2
2019,North Dakota,Chronic liver disease,11.4,38
2020,Oklahoma,Chronic liver disease,9.6,40
2016,Illinois,Chronic liver disease,6.5,17
2010,Montana,Chronic liver disease,62.3,30
2016,Connecticut,Chronic liver disease,8.9,9
2014,North Dakota,Chronic liver disease,7.7,38
2011,North Carolina,Chronic liver disease,10.6,37
2015,New York,Chronic liver disease,6.7,36
2016,Arkansas,Chronic liver disease,,5
2011,Nebraska,Chronic liver disease,,31
2015,Maine,Chronic liver disease,7.0,23
2017,Idaho,Chronic liver disease,10.2,16
2019,Missouri,Chronic liver disease,7.2,29
2019,Massachusetts,Chronic liver disease,11.3,25
2020,Montana,Chronic liver disease,,30
2018,Florida,Chronic liver disease,8.0,12
2013,Connecticut,Chronic liver disease,10.6,9
2014,Alaska,Chronic liver disease,8.8,2
2019,Louisiana,Chronic liver disease,9.9,22
2016,Oregon,Chronic liver disease,12.5,41
2015,Florida,Chronic liver disease,15.4,12
2019,Arizona,Chronic liver disease,18.6,4
2013,Louisiana,Chronic liver disease,14.0,22
2020,Minnesota,Chronic liver disease,,27
2015,Mississippi,Chronic liver disease,15.9,28
2016,Oklahoma,Chronic liver disease,11.1,40
2014,Iowa,Chronic liver disease,8.8,19
2013,New York,Chronic liver disease,9.6,36
2010,Georgia,Chronic liver disease,,13
2020,Colorado,Chronic liver disease,15.3,8
2017,Maryland,Chronic liver disease,,24
2016,Alabama,Chronic liver disease,9.8,1
2018,Oklahoma,Chronic liver disease,11.7,40
2019,Ohio,Chronic liver disease,8.1,39
2011,North Dakota,Chronic liver disease,,38
2011,Maryland,Chronic liver disease,5.4,24
2013,Alabama,Chronic liver disease,7.0,1
2019,Oklahoma,Chronic liver disease,14.1,40
2013,Alabama,Chronic liver disease,,1
2015,Oklahoma,Chronic liver disease,13.7,40
2018,Oregon,Chronic liver disease,,41
2012,Delaware,Chronic liver disease,,10
2018,Hawaii,Chronic liver disease,4.2,15
2018,Oregon,Chronic liver disease,16.8,41
2010,Arkansas,Chronic liver disease,,5
2012,Iowa,Chronic liver disease,8.0,19
2018,North Carolina,Chronic liver disease,7.5,37
2012,Connecticut,Chronic liver disease,,9
2015,Arkansas,Chronic liver disease,12.1,5
2013,New Mexico,Chronic liver disease,9.6,35
2012,Arizona,Chronic liver disease,9.3,4
2013,District of Columbia,Chronic liver disease,,11
2012,Kentucky,Chronic liver disease,,21
2013,California,Chronic liver disease,16.4,6
2012,Nebraska,Chronic liver disease,,31
2013,Massachusetts,Chronic liver disease,8.0,25
2019,Kansas,Chronic liver disease,16.2,20
2010,New York,Chronic liver disease,,36
2012,Arkansas,Chronic liver disease,6.5,5
2015,Nebraska,Chronic liver disease,7.7,31
2019,Hawaii,Chronic liver disease,9.7,15
2015,North Carolina,Chronic liver disease,14.5,37
2016,Louisiana,Chronic liver disease,10.7,22
2011,Colorado,Chronic liver disease,24.2,8
2016,Missouri,Chronic liver disease,,29
2010,Indiana,Chronic liver disease,6.1,18
2012,Missouri,Chronic liver disease,8.7,29
2010,Louisiana,Chronic liver disease,,22
2010,Missouri,Chronic liver disease,10.7,29
2020,New York,Chronic liver disease,5.6,36
2011,Hawaii,Chronic liver disease,8.0,15
2016,Iowa,Chronic liver disease,6.1,19
2014,Missouri,Chronic liver disease,11.6,29
2018,Arkansas,Chronic liver disease,,5
2016,Delaware,Chronic liver disease,8.1,10
2010,Idaho,Chronic liver disease,9.2,16
2017,Michigan,Chronic liver disease,9.4,26
2017,Missouri,Chronic liver disease,6.6,29
2013,Montana,Chronic liver disease,14.2,30
2013,Colorado,Chronic liver disease,16.8,8
2016,Maine,Chronic liver disease,,23
2014,Massachusetts,Chronic liver disease,8.6,25
2011,Missouri,Chronic liver disease,7.5,29
2015,Kentucky,Chronic liver disease,17.2,21
2017,Michigan,Chronic liver disease,,26
2016,District of Columbia,Chronic liver disease,,11
2010,Michigan,Chronic liver disease,13.6,26
2020,North Dakota,Chronic liver disease,,38
2015,Illinois,Chronic liver disease,8.1,17
2010,Florida,Chronic liver disease,14.6,12
2015,Ohio,Chronic liver disease,,39
2015,Arizona,Chronic liver disease,15.0,4
2019,Mississippi,Chronic liver disease,6.8,28
2020,Oregon,Chronic liver disease,51.5,41
2016,Kansas,Chronic liver disease,6.7,20
2019,Michigan,Chronic liver disease,9.9,26
2012,Mississippi,Chronic liver disease,13.7,28
2013,Arkansas,Chronic liver disease,10.7,5
2015,Alabama,Chronic liver disease,12.5,1
2011,Montana,Chronic liver disease,,30
2011,Nebraska,Chronic liver disease,5.5,31
2020,Oregon,Chronic liver disease,19.9,41
2010,North Dakota,Chronic liver disease,,38
2013,Oregon,Chronic liver disease,8.6,41
2010,Alaska,Chronic liver disease,,2
2015,Oregon,Chronic liver disease,,41
2010,Colorado,Chronic liver disease,,8
2013,Alabama,Chronic liver disease,11.2,1
2020,Ohio,Chronic liver disease,10.9,39
2011,Delaware,Chronic liver disease,,10
2013,Arkansas,Chronic liver disease,6.4,5
2011,Arizona,Chronic liver disease,17.2,4
2011,California,Chronic liver disease,11.7,6
2019,North Dakota,Chronic liver disease,,38
2020,Arkansas,Chronic liver disease,,5
2020,Florida,Chronic liver disease,6.7,12
2015,New Jersey,Chronic liver disease,4.9,34
2016,New Mexico,Chronic liver disease,19.7,35
2020,Illinois,Chronic liver disease,7.9,17
2014,Georgia,Chronic liver disease,8.6,13
2020,Delaware,Chronic liver disease,,10
2013,Alaska,Chronic liver disease,25.7,2
2019,Minnesota,Chronic liver disease,10.7,27
2013,Montana,Chronic liver disease,,30
2014,Montana,Chronic liver disease,12.2,30
2015,Indiana,Chronic liver disease,15.1,18
2020,Iowa,Chronic liver disease,15.6,19
2020,California,Chronic liver disease,36.0,6
2010,Kansas,Chronic liver disease,,20
2013,North Dakota,Chronic liver disease,84.0,38
2015,Massachusetts,Chronic liver disease,,25
2017,Michigan,Chronic liver disease,11.1,26
2019,Georgia,Chronic liver disease,6.6,13
2019,Maine,Chronic liver disease,10.1,23
2012,Michigan,Chronic liver disease,7.0,26
2015,Iowa,Chronic liver disease,8.8,19
2019,Maryland,Chronic liver disease,6.0,24
2015,Missouri,Chronic liver disease,,29
2013,Alaska,Chronic liver disease,9.7,2
2010,Delaware,Chronic liver disease,,10
2014,Massachusetts,Chronic liver disease,5.6,25
2015,North Carolina,Chronic liver disease,,37
2017,Missouri,Chronic liver disease,9.9,29
2020,Alaska,Chronic liver disease,22.4,2
2019,Kentucky,Chronic liver disease,19.5,21
2016,New York,Chronic liver disease,4.5,36
2017,Louisiana,Chronic liver disease,13.6,22
2018,Ohio,Chronic liver disease,13.8,39
2012,Arizona,Chronic liver disease,,4
2015,Louisiana,Chronic liver disease,10.5,22
2019,Montana,Chronic liver disease,88.2,30
2017,Nevada,Chronic liver disease,6.5,32
2016,Ohio,Chronic liver disease,11.2,39
2015,Ohio,Chronic liver disease,14.0,39
2011,Colorado,Chronic liver disease,12.3,8
2013,Nevada,Chronic liver disease,12.9,32
2014,Ohio,Chronic liver disease,,39
2020,North Carolina,Chronic liver disease,,37
2016,Kansas,Chronic liver disease,15.9,20
2015,Montana,Chronic liver disease,14.3,30
2015,Kansas,Chronic liver disease,9.7,20
2016,Delaware,Chronic liver disease,,10
2012,Indiana,Chronic liver disease,14.5,18
2015,Nebraska,Chronic liver disease,,31
2017,Alaska,Chronic liver disease,,2
2010,Iowa,Chronic liver disease,5.9,19
2018,Alabama,Chronic liver disease,,1
2012,Missouri,Chronic liver disease,5.3,29
2014,Minnesota,Chronic liver disease,7.9,27
2019,New Hampshire,Chronic liver disease,11.0,33
2018,Maryland,Chronic liver disease,6.8,24
2020,Arizona,Chronic liver disease,,4
2013,Delaware,Chronic liver disease,,10
2017,Maryland,Chronic liver disease,7.7,24
2019,New York,Chronic liver disease,7.1,36
2014,Maine,Chronic liver disease,6.3,23
2020,District of Columbia,Chronic liver disease,8.3,11
2013,Maryland,Chronic liver disease,,24
2013,Connecticut,Chronic liver disease,,9
2018,Oklahoma,Chronic liver disease,13.8,40
2015,Georgia,Chronic liver disease,6.5,13
2010,Missouri,Chronic liver disease,,29
2017,Maryland,Chronic liver disease,9.3,24
2020,Connecticut,Chronic liver disease,14.2,9
2015,Delaware,Chronic liver disease,,10
2014,Oregon,Chronic liver disease,9.0,41
2013,Oklahoma,Chronic liver disease,32.8,40
2015,Hawaii,Chronic liver disease,,15
2020,Hawaii,Chronic liver disease,,15
2012,Hawaii,Chronic liver disease,6.3,15
2018,Colorado,Chronic liver disease,,8
2013,District of Columbia,Chronic liver disease,,11
2015,Arizona,Chronic liver disease,14.4,4
2019,Iowa,Chronic liver disease,,19
2012,Montana,Chronic liver disease,,30
2010,New Hampshire,Chronic liver disease,,33
2015,Kentucky,Chronic liver disease,,21
2018,Massachusetts,Chronic liver disease,6.8,25
2011,Iowa,Chronic liver disease,,19
2010,Massachusetts,Chronic liver disease,7.7,25
2020,Alabama,Chronic liver disease,12.0,1
2012,Idaho,Chronic liver disease,15.2,16
2016,Hawaii,Chronic liver disease,7.1,15
2010,Georgia,Chronic liver disease,4.6,13
2017,North Dakota,Chronic liver disease,,38
2010,District of Columbia,Chronic liver disease,11.5,11
2012,North Carolina,Chronic liver disease,,37
2011,Oklahoma,Chronic liver disease,,40
2011,Idaho,Chronic liver disease,,16
2017,Alabama,Chronic liver disease,9.0,1
2018,Delaware,Chronic liver disease,,10
2010,Mississippi,Chronic liver disease,9.0,28
2020,New Hampshire,Chronic liver disease,,33
2017,Iowa,Chronic liver disease,,19
2013,New Mexico,Chronic liver disease,,35
2010,Colorado,Chronic liver disease,10.0,8
2019,Missouri,Chronic liver disease,,29
2020,Mississippi,Chronic liver disease,15.7,28
2015,Georgia,Chronic liver disease,10.8,13
2011,Georgia,Chronic liver disease,,13
2016,New Mexico,Chronic liver disease,,35
2017,New Hampshire,Chronic liver disease,,33
2017,Arkansas,Chronic liver disease,8.6,5
2018,District of Columbia,Chronic liver disease,,11
2012,Alabama,Chronic liver disease,7.4,1
2018,Arkansas,Chronic liver disease,,5
2014,Indiana,Chronic liver disease,11.0,18
2015,Connecticut,Chronic liver disease,6.7,9
2020,Nevada,Chronic liver disease,12.9,32
2016,Maryland,Chronic liver disease,5.6,24
2017,Illinois,Chronic liver disease,,17
2015,Ohio,Chronic liver disease,11.1,39
2015,Idaho,Chronic liver disease,,16
2010,New Jersey,Chronic liver disease,7.3,34
2011,Arizona,Chronic liver disease,13.5,4
2016,Kentucky,Chronic liver disease,16.3,21
2017,Minnesota,Chronic liver disease,8.6,27
2016,New Hampshire,Chronic liver disease,,33
2011,Arkansas,Chronic liver disease,9.4,5
2019,North Carolina,Chronic liver disease,7.1,37
2011,Massachusetts,Chronic liver disease,,25
